order_id;product_id;unit_price;quantity;discount
861;73;12;25;0
862;17;31,2;15;0,25
863;24;3,6;12;0
863;55;19,2;20;0
863;75;6,2;30;0
864;19;7,3;1;0
864;24;3,6;6;0
864;35;14,4;4;0
865;30;20,7;6;0
865;57;15,6;2;0
866;15;12,4;20;0
866;19;7,3;18;0
866;60;27,2;35;0
866;72;27,8;3;0
867;27;35,1;15;0,25
867;44;15,5;21;0
867;60;27,2;20;0,25
867;67;11,2;5;0,25
868;1;14,4;45;0,2
868;40;14,7;40;0,2
868;53;26,2;36;0,2
869;35;14,4;100;0
869;62;39,4;40;0
870;16;13,9;40;0,15
870;34;11,2;20;0
870;46;9,6;15;0,15
871;54;5,9;10;0,1
871;68;10;3;0,1
872;3;8;30;0
872;64;26,6;9;0
873;5;17;20;0
873;29;99;15;0
873;49;16;15;0
873;77;10,4;10;0
874;13;4,8;20;0,1
874;44;15,5;24;0,1
874;51;42,4;2;0,1
875;20;64,8;20;0
876;18;50;12;0
876;24;3,6;10;0
876;63;35,1;5;0
876;75;6,2;6;0
877;1;14,4;18;0
877;17;31,2;15;0
877;43;36,8;15;0
877;60;27,2;21;0
877;75;6,2;6;0
878;56;30,4;4;0
879;11;16,8;12;0
879;16;13,9;30;0
879;69;28,8;15;0
880;39;14,4;60;0
880;72;27,8;20;0
881;2;15,2;40;0
881;36;15,2;40;0,25
881;59;44;30;0,25
881;62;39,4;15;0
882;19;7,3;15;0
882;70;12;20;0
883;66;13,6;30;0
883;68;10;20;0
884;40;14,7;10;0
884;56;30,4;20;0
885;17;31,2;40;0
885;28;36,4;28;0
885;43;36,8;12;0
886;40;14,7;40;0,1
886;65;16,8;30;0,1
886;68;10;15;0,1
887;49;16;30;0
887;59;44;10;0
887;71;17,2;2;0
888;18;50;25;0,1
888;29;99;25;0,1
888;39;14,4;30;0,1
889;30;20,7;10;0
889;53;26,2;10;0
889;54;5,9;5;0
890;62;39,4;10;0
890;68;10;3;0
891;69;28,8;1;0
891;70;12;5;0
892;4;17,6;20;0
892;6;20;30;0
892;42;11,2;2;0
892;43;36,8;20;0
892;71;17,2;3;0
893;16;13,9;10;0
893;62;39,4;5;0
894;42;11,2;6;0
894;69;28,8;7;0
895;28;36,4;4;0
895;43;36,8;24;0
895;53;26,2;20;0
895;75;6,2;10;0
896;36;15,2;12;0
897;32;25,6;40;0,1
897;58;10,6;30;0,1
897;62;39,4;25;0,1
898;34;11,2;14;0
898;70;12;30;0
899;41;7,7;10;0
899;62;39,4;70;0
900;1;14,4;20;0
901;41;7,7;20;0
901;76;14,4;6;0
902;17;31,2;8;0
902;28;36,4;14;0
902;76;14,4;30;0
903;71;17,2;30;0
904;35;14,4;10;0
905;52;5,6;20;0
906;15;12,4;5;0
906;25;11,2;4;0
906;39;14,4;4;0
907;16;13,9;21;0,15
907;35;14,4;70;0,15
907;46;9,6;30;0
907;59;44;40;0,15
907;63;35,1;80;0,15
908;6;20;6;0
908;13;4,8;12;0
908;14;18,6;9;0
908;31;10;4;0
908;72;27,8;40;0
909;4;17,6;24;0
909;57;15,6;16;0
909;75;6,2;50;0
910;2;15,2;25;0,2
910;11;16,8;50;0,2
910;30;20,7;35;0,2
910;58;10,6;30;0,2
911;59;44;9;0
911;65;16,8;40;0
911;68;10;10;0
912;19;7,3;10;0,05
912;30;20,7;8;0,05
912;38;210,8;20;0,05
912;56;30,4;12;0,05
913;26;24,9;50;0,15
913;72;27,8;25;0,15
914;54;5,9;15;0
915;18;50;40;0,2
915;42;11,2;10;0,2
915;47;7,6;16;0,2
916;14;18,6;10;0
916;21;8;10;0,1
916;71;17,2;40;0,1
917;52;5,6;8;0
917;68;10;10;0
918;2;15,2;7;0,2
918;31;10;25;0,2
918;32;25,6;6;0,2
918;51;42,4;48;0,2
919;4;17,6;18;0,1
920;23;7,2;40;0
920;26;24,9;24;0
920;36;15,2;20;0
920;37;20,8;28;0
920;72;27,8;25;0
921;17;31,2;20;0
921;30;20,7;15;0
922;4;17,6;10;0
922;17;31,2;70;0,05
922;62;39,4;28;0
923;18;50;20;0,05
923;41;7,7;12;0,05
923;43;36,8;40;0,05
924;33;2;8;0
924;59;44;9;0,15
925;2;15,2;24;0,2
925;31;10;56;0,2
925;36;15,2;40;0,2
925;55;19,2;40;0,2
926;64;26,6;50;0
926;68;10;4;0,05
926;76;14,4;15;0
927;4;17,6;35;0
927;8;32;70;0,25
928;8;32;70;0
928;19;7,3;80;0
928;42;11,2;9;0
929;17;31,2;36;0,1
929;56;30,4;20;0
930;25;11,2;10;0
930;39;14,4;50;0,15
930;40;14,7;4;0
930;75;6,2;6;0,15
931;1;14,4;15;0,15
931;23;7,2;25;0
932;54;5,9;24;0
933;50;13;15;0,1
933;69;28,8;18;0,1
934;38;210,8;20;0,05
934;41;7,7;13;0
934;44;15,5;77;0,05
934;65;16,8;10;0,05
935;24;3,6;10;0
935;54;5,9;20;0,15
936;11;16,8;12;0,2
936;38;210,8;50;0,2
937;1;14,4;12;0
937;29;99;4;0
938;24;3,6;25;0
938;57;15,6;25;0
939;31;10;30;0
939;55;19,2;12;0
939;69;28,8;20;0
940;10;24,8;30;0,2
940;26;24,9;16;0
940;60;27,2;8;0,2
941;24;3,6;10;0,05
941;34;11,2;10;0,05
941;36;15,2;20;0,05
942;16;13,9;56;0,05
942;31;10;70;0,05
942;60;27,2;80;0,05
943;28;36,4;30;0
943;29;99;35;0
943;38;210,8;10;0
943;49;16;35;0
943;54;5,9;28;0
944;39;14,4;54;0,1
944;60;27,2;55;0,1
945;25;11,2;50;0
945;51;42,4;20;0
945;54;5,9;24;0
946;31;10;20;0
946;75;6,2;12;0
946;76;14,4;12;0
947;69;28,8;30;0
947;71;17,2;5;0
948;11;16,8;24;0
949;65;16,8;5;0
949;77;10,4;5;0
950;34;11,2;36;0
950;54;5,9;18;0
950;65;16,8;15;0
950;77;10,4;7;0
951;21;8;5;0,1
951;28;36,4;13;0,1
951;57;15,6;25;0
951;64;26,6;35;0,1
952;29;99;20;0
952;56;30,4;18;0,25
953;1;14,4;15;0,15
953;64;26,6;30;0
953;74;8;20;0,15
954;36;15,2;6;0,2
955;20;64,8;12;0,25
955;38;210,8;40;0,25
955;60;27,2;70;0,25
955;72;27,8;42;0,25
956;58;10,6;80;0,2
956;71;17,2;50;0,2
957;31;10;30;0
957;58;10,6;15;0
958;14;18,6;15;0
958;54;5,9;10;0
959;31;10;42;0,05
960;28;36,4;20;0,15
960;39;14,4;20;0,15
961;71;17,2;6;0
962;41;7,7;8;0,1
962;63;35,1;16;0,1
962;65;16,8;20;0,1
963;30;20,7;18;0,1
963;53;26,2;20;0,1
963;60;27,2;6;0,1
963;70;12;30;0
964;74;8;14;0
965;5;17;32;0
965;18;50;9;0
965;29;99;14;0
965;33;2;60;0
965;74;8;50;0
966;13;4,8;20;0
966;50;13;15;0
966;56;30,4;20;0
967;20;64,8;28;0
967;60;27,2;15;0
968;7;24;10;0,2
968;60;27,2;20;0,2
968;68;10;8;0,2
969;24;3,6;15;0
969;34;11,2;10;0
970;24;3,6;15;0
970;28;36,4;6;0
970;59;44;12;0
970;71;17,2;15;0
971;45;7,6;15;0,2
971;52;5,6;20;0,2
971;53;26,2;40;0
972;10;24,8;16;0
972;55;19,2;15;0
972;62;39,4;20;0
972;70;12;30;0
973;31;10;60;0,1
973;35;14,4;40;0,1
973;46;9,6;45;0
973;72;27,8;24;0,1
974;13;4,8;18;0
975;69;28,8;50;0
976;2;15,2;25;0,25
976;14;18,6;42;0,25
976;25;11,2;7;0,25
976;26;24,9;70;0,25
976;31;10;32;0
977;13;4,8;10;0
977;62;39,4;10;0
978;46;9,6;28;0,1
978;53;26,2;70;0,1
978;69;28,8;8;0
979;23;7,2;40;0
979;71;17,2;60;0
979;72;27,8;21;0
980;21;8;10;0,15
980;51;42,4;18;0,15
981;35;14,4;30;0
981;55;19,2;120;0,1
982;68;10;60;0
982;71;17,2;30;0
982;76;14,4;35;0
982;77;10,4;14;0
983;29;99;21;0
983;35;14,4;35;0
983;49;16;30;0
984;30;20,7;18;0
984;56;30,4;70;0
984;65;16,8;20;0
984;71;17,2;60;0
985;23;7,2;60;0
985;63;35,1;65;0
986;16;13,9;21;0,15
986;48;10,2;70;0,15
987;26;24,9;30;0,05
987;42;11,2;40;0,05
987;49;16;30;0,05
988;3;8;50;0
989;1;14,4;10;0
989;21;8;30;0,1
989;28;36,4;42;0,1
989;36;15,2;5;0,1
989;40;14,7;2;0,1
990;11;16,8;30;0
990;69;28,8;15;0
990;71;17,2;15;0
991;37;20,8;10;0
991;54;5,9;6;0
991;62;39,4;35;0
992;14;18,6;12;0
992;21;8;12;0
993;33;2;49;0
993;59;44;16;0
994;41;7,7;25;0,2
994;44;15,5;40;0,2
994;59;44;9;0,2
995;14;18,6;20;0,1
996;1;14,4;24;0
996;62;39,4;40;0
996;76;14,4;14;0
997;19;7,3;18;0,05
997;33;2;50;0
998;17;31,2;2;0
998;33;2;20;0
999;19;7,3;20;0
999;53;26,2;10;0
999;57;15,6;20;0
1000;38;210,8;50;0
1000;46;9,6;2;0,25
1000;68;10;36;0,25
1000;77;10,4;35;0
1001;2;15,2;60;0
1001;47;7,6;55;0
1001;61;22,8;16;0
1001;74;8;15;0
1002;60;27,2;60;0,05
1002;69;28,8;20;0,05
1003;9;77,6;20;0,1
1003;13;4,8;2;0,1
1003;70;12;8;0,1
1003;73;12;20;0,1
1004;19;7,3;4;0,15
1004;26;24,9;30;0
1004;53;26,2;15;0,15
1004;77;10,4;10;0,15
1005;26;24,9;2;0
1006;31;10;14;0
1006;59;44;20;0
1007;35;14,4;60;0,2
1007;38;210,8;49;0,2
1007;68;10;30;0,2
1008;55;19,2;10;0,25
1008;76;14,4;20;0,25
1009;56;30,4;5;0
1009;64;26,6;7;0
1010;14;18,6;35;0
1011;46;9,6;20;0
1012;50;13;40;0
1012;63;35,1;35;0,25
1013;17;31,2;45;0,2
1013;21;8;50;0
1013;56;30,4;30;0
1013;59;44;70;0,2
1014;17;31,2;50;0,25
1014;40;14,7;50;0,25
1014;47;7,6;30;0,25
1015;26;24,9;10;0
1015;54;5,9;40;0
1016;56;30,4;28;0
1017;11;16,8;6;0
1017;76;14,4;18;0,15
1018;2;15,2;10;0
1018;22;16,8;12;0
1018;72;27,8;10;0
1019;46;9,6;5;0
1019;56;30,4;40;0,1
1019;64;26,6;30;0,1
1019;75;6,2;24;0,1
1020;53;26,2;15;0
1021;19;7,3;15;0,2
1021;34;11,2;20;0,2
1021;57;15,6;15;0,2
1022;12;30,4;15;0
1022;16;13,9;16;0
1022;64;26,6;6;0
1022;74;8;30;0
1023;2;15,2;45;0,15
1023;16;13,9;49;0,15
1023;29;99;24;0,15
1023;61;22,8;90;0,15
1024;27;35,1;50;0
1025;11;16,8;30;0
1025;54;5,9;80;0
1025;66;13,6;60;0
1026;11;16,8;6;0,2
1026;28;36,4;12;0
1027;17;31,2;10;0
1027;26;24,9;15;0
1027;35;14,4;8;0
1027;41;7,7;30;0
1028;39;14,4;6;0
1028;54;5,9;15;0
1029;19;7,3;12;0,1
1029;24;3,6;20;0,1
1029;31;10;3;0,1
1029;52;5,6;15;0,1
1030;19;7,3;40;0
1030;65;16,8;35;0
1030;71;17,2;2;0
1031;26;24,9;6;0
1031;40;14,7;20;0
1032;10;24,8;14;0
1032;52;5,6;20;0
1032;62;39,4;35;0
1033;10;24,8;20;0,2
1033;54;5,9;6;0,2
1034;55;19,2;120;0,1
1034;64;26,6;35;0,1
1034;65;16,8;28;0,1
1034;77;10,4;55;0,1
1035;28;36,4;15;0
1035;44;15,5;100;0,05
1036;48;10,2;15;0,1
1036;70;12;25;0,1
1037;16;13,9;20;0,2
1037;33;2;20;0,2
1037;46;9,6;10;0,2
1038;39;14,4;20;0
1038;53;26,2;50;0
1038;61;22,8;25;0
1038;71;17,2;30;0
1039;21;8;40;0,15
1039;49;16;21;0,15
1040;59;44;36;0
1041;26;24,9;30;0
1041;28;36,4;30;0
1041;43;36,8;20;0
1041;56;30,4;15;0
1041;71;17,2;50;0
1042;7;24;16;0,05
1042;46;9,6;20;0,05
1042;72;27,8;40;0
1043;68;10;21;0,25
1043;75;6,2;4;0,25
1044;21;8;40;0,25
1044;30;20,7;28;0,25
1044;55;19,2;60;0,25
1045;13;4,8;1;0
1045;23;7,2;21;0
1046;19;7,3;21;0
1046;42;11,2;50;0
1047;4;17,6;16;0,2
1047;43;36,8;3;0
1047;56;30,4;30;0,2
1047;60;27,2;20;0
1048;24;3,6;25;0
1048;29;99;18;0,1
1048;40;14,7;20;0
1048;45;7,6;30;0,1
1048;50;13;25;0
1049;11;16,8;10;0
1049;46;9,6;5;0
1050;24;3,6;28;0
1050;25;11,2;12;0
1051;30;20,7;8;0
1051;43;36,8;15;0
1052;2;15,2;40;0,15
1052;16;13,9;35;0,15
1052;44;15,5;2;0,15
1053;18;50;30;0
1053;23;7,2;15;0
1053;64;26,6;8;0
1054;7;24;30;0
1054;56;30,4;20;0
1055;24;3,6;80;0,05
1055;51;42,4;18;0
1056;33;2;12;0
1056;71;17,2;12;0
1057;14;18,6;12;0
1057;28;36,4;18;0
1057;40;14,7;21;0
1057;75;6,2;10;0
1058;31;10;35;0,15
1058;66;13,6;60;0,15
1058;76;14,4;42;0,15
1059;55;19,2;2;0,05
1059;70;12;12;0
1060;1;14,4;15;0
1060;21;8;21;0,25
1060;39;14,4;20;0,25
1061;10;24,8;20;0,05
1062;38;210,8;30;0
1062;53;26,2;28;0
1062;59;44;60;0
1062;64;26,6;30;0
1063;47;7,6;30;0
1063;59;44;12;0
1064;49;16;24;0
1064;60;27,2;40;0
1065;40;14,7;10;0
1066;34;11,2;35;0,05
1066;77;10,4;30;0,05
1067;21;8;14;0
1067;40;14,7;10;0
1067;51;42,4;3;0
1068;2;15,2;20;0,1
1068;3;8;20;0,1
1068;55;19,2;30;0,1
1068;70;12;60;0,1
1069;11;16,8;5;0
1069;51;42,4;25;0
1069;74;8;16;0
1070;19;7,3;5;0
1070;26;24,9;30;0
1070;54;5,9;24;0,25
1071;59;44;30;0
1071;73;12;20;0,2
1072;11;16,8;15;0,25
1072;16;13,9;18;0
1073;59;44;60;0
1073;68;10;30;0
1073;75;6,2;36;0
1074;44;15,5;15;0,15
1074;77;10,4;7;0,15
1075;25;11,2;60;0,05
1075;42;11,2;20;0,05
1076;65;16,8;15;0,1
1076;66;13,6;10;0,1
1076;69;28,8;10;0,1
1077;56;30,4;30;0
1078;23;7,2;10;0
1078;41;7,7;20;0
1078;77;10,4;5;0
1079;31;10;20;0,05
1080;56;30,4;14;0
1080;72;27,8;25;0
1080;77;10,4;25;0
1081;24;4,5;14;0
1081;40;18,4;5;0
1081;42;14;30;0
1082;28;45,6;20;0
1082;49;20;25;0
1083;15;15,5;12;0,05
1083;28;45,6;8;0,05
1084;54;7,45;20;0
1085;45;9,5;21;0
1085;53;32,8;6;0
1085;67;14;30;0
1086;14;23,25;70;0
1086;65;21,05;20;0
1087;2;19;12;0
1087;21;10;12;0
1087;53;32,8;10;0
1087;61;28,5;25;0
1088;62;49,3;3;0
1089;25;14;18;0,1
1089;70;15;14;0,1
1090;43;46;15;0,15
1090;48;12,75;15;0,15
1091;13;6;10;0
1091;39;18;10;0
1092;28;45,6;3;0
1093;29;123,79;36;0
1093;75;7,75;36;0,1
1094;4;22;50;0,15
1094;7;30;50;0,15
1094;8;40;10;0,15
1095;24;4,5;10;0,15
1095;46;12;9;0,15
1095;47;9,5;6;0,15
1095;60;34;12;0,15
1096;21;10;40;0,2
1096;32;32;50;0,2
1096;61;28,5;15;0,2
1097;20;81;39;0
1097;28;45,6;35;0
1097;56;38;70;0
1097;65;21,05;39;0
1097;75;7,75;50;0
1098;9;97;16;0,15
1098;16;17,45;50;0
1098;27;43,9;120;0
1098;33;2,5;16;0,15
1098;60;34;84;0,15
1099;18;62,5;25;0,1
1099;41;9,65;80;0,1
1099;42;14;20;0
1100;52;7;6;0
1100;59;55;4;0
1100;70;15;6;0
1101;24;4,5;5;0
1101;38;263,5;15;0
1101;44;19,45;9;0
1102;10;31;16;0,05
1102;56;38;40;0
1102;60;34;10;0,05
1103;24;4,5;8;0
1103;53;32,8;5;0
1104;35;18;3;0
1104;41;9,65;10;0
1104;68;12,5;6;0
1105;1;18;40;0,2
1105;8;40;24;0
1105;30;25,89;20;0,2
1105;40;18,4;25;0,2
1106;17;39;25;0,1
1106;20;81;15;0,1
1106;37;26;18;0,1
1106;41;9,65;6;0,1
1107;10;31;2;0
1107;30;25,89;10;0
1107;43;46;60;0
1107;54;7,45;15;0
1108;36;19;30;0
1108;40;18,4;15;0,1
1109;1;18;8;0,15
1109;13;6;10;0
1109;56;38;30;0,15
1110;4;22;50;0,1
1110;36;19;30;0,1
1111;11;21;3;0
1111;33;2,5;8;0,2
1111;72;34,8;9;0
1112;55;24;14;0
1112;68;12,5;20;0
1112;69;36;10;0
1113;17;39;40;0
1113;43;46;25;0
1113;61;28,5;20;0
1113;76;18;50;0
1114;59;55;2;0
1115;30;25,89;15;0
1115;66;17;24;0
1116;4;22;50;0,05
1116;72;34,8;24;0
1116;73;15;24;0,05
1117;30;25,89;10;0
1117;40;18,4;10;0,2
1117;54;7,45;10;0,2
1118;11;21;50;0,1
1118;40;18,4;10;0,1
1118;57;19,5;5;0,1
1118;59;55;15;0,1
1119;12;38;15;0,25
1119;31;12,5;20;0
1119;33;2,5;30;0
1119;60;34;35;0,25
1120;31;12,5;30;0
1120;51;53;6;0
1120;58;13,25;20;0
1120;72;34,8;21;0
1120;73;15;9;0
1121;70;15;7;0
1121;72;34,8;1;0
1122;13;6;8;0
1122;21;10;15;0
1122;33;2,5;15;0
1122;49;20;6;0
1123;3;10;60;0
1123;26;31,23;40;0
1123;38;263,5;30;0
1123;68;12,5;35;0
1124;24;4,5;35;0,1
1124;38;263,5;4;0,1
1124;65;21,05;36;0,1
1124;71;21,5;9;0,1
1125;11;21;15;0,05
1125;54;7,45;24;0,05
1126;12;38;30;0,15
1126;23;9;70;0,15
1127;28;45,6;7;0
1127;67;14;7;0
1128;11;21;10;0
1129;7;30;10;0
1129;35;18;30;0
1129;62;49,3;40;0
1130;32;32;24;0,15
1130;36;19;60;0
1131;34;14;10;0,25
1131;41;9,65;14;0
1132;31;12,5;55;0,15
1132;45;9,5;100;0,15
1132;51;53;48;0,15
1133;17;39;8;0,1
1133;19;9,2;10;0
1133;21;10;6;0,1
1133;61;28,5;10;0,1
1134;16;17,45;40;0,15
1134;35;18;20;0,15
1134;44;19,45;40;0
1135;69;36;18;0
1135;75;7,75;30;0
1136;11;21;15;0
1136;16;17,45;14;0
1136;22;21;24;0
1136;31;12,5;30;0
1136;35;18;6;0
1137;16;17,45;30;0,05
1137;23;9;20;0,05
1137;62;49,3;20;0,05
1137;77;13;10;0,05
1138;14;23,25;30;0,2
1138;19;9,2;35;0,2
1138;24;4,5;18;0,2
1138;51;53;20;0,2
1138;56;38;40;0,2
1139;72;34,8;24;0
1140;64;33,25;30;0
1140;75;7,75;20;0
1141;47;9,5;25;0
1141;51;53;20;0
1141;52;7;30;0
1141;53;32,8;18;0
1141;73;15;3;0
1142;41;9,65;12;0,05
1142;55;24;18;0,05
1143;30;25,89;20;0
1143;62;49,3;15;0,25
1144;44;19,45;10;0
1144;51;53;50;0
1145;33;2,5;20;0,1
1145;62;49,3;10;0,1
1146;36;19;25;0
1146;52;7;70;0
1147;17;39;16;0,05
1147;31;12,5;6;0,05
1147;55;24;25;0,05
1148;24;4,5;25;0,1
1148;64;33,25;18;0,1
1149;11;21;35;0,15
1149;18;62,5;18;0,15
1149;76;18;10;0
1150;31;12,5;60;0,2
1150;51;53;3;0
1150;59;55;40;0,2
1151;10;31;5;0
1152;31;12,5;35;0,2
1152;76;18;30;0
1153;11;21;15;0,05
1153;56;38;60;0,05
1154;14;23,25;11;0,15
1154;42;14;28;0,15
1155;16;17,45;12;0,1
1155;32;32;10;0,1
1155;40;18,4;50;0
1155;75;7,75;15;0,1
1156;17;39;18;0
1156;34;14;40;0
1156;53;32,8;25;0
1157;33;2,5;14;0
1157;40;18,4;2;0
1157;62;49,3;10;0
1157;64;33,25;6;0
1158;59;55;12;0
1158;63;43,9;6;0
1158;72;34,8;30;0
1158;76;18;10;0
1159;1;18;10;0
1159;31;12,5;20;0
1159;44;19,45;21;0
1160;39;18;10;0
1160;75;7,75;20;0
1160;77;13;18;0
1161;35;18;20;0
1161;57;19,5;6;0
1162;15;15,5;10;0
1162;75;7,75;21;0
1163;14;23,25;15;0,05
1163;41;9,65;9;0,05
1163;65;21,05;30;0,05
1164;75;7,75;50;0,2
1165;57;19,5;4;0
1165;76;18;14;0
1166;29;123,79;10;0
1166;60;34;24;0,15
1166;69;36;10;0,15
1167;31;12,5;50;0,05
1168;47;9,5;15;0
1169;52;7;4;0,15
1170;26;31,23;6;0
1170;35;18;20;0
1170;77;13;20;0
1171;18;62,5;40;0,2
1171;42;14;100;0,2
1172;35;18;4;0
1173;1;18;20;0
1173;77;13;60;0,05
1174;3;10;14;0
1174;7;30;10;0
1174;54;7,45;50;0
1175;15;15,5;25;0,05
1175;26;31,23;5;0,05
1176;20;81;21;0,2
1176;69;36;20;0,2
1176;76;18;4;0,2
1177;52;7;24;0
1177;58;13,25;30;0
1178;35;18;30;0,25
1178;61;28,5;120;0,25
1178;69;36;65;0,25
1179;56;38;5;0,2
1179;63;43,9;24;0,2
1179;75;7,75;30;0,2
1180;24;4,5;35;0,2
1180;57;19,5;20;0
1180;65;21,05;12;0,2
1181;27;43,9;50;0
1181;71;21,5;9;0
1182;62;49,3;10;0
1183;54;7,45;4;0
1183;73;15;30;0
1184;13;6;60;0
1184;59;55;35;0
1185;77;13;5;0,25
1186;22;21;48;0
1186;49;20;25;0,05
1187;48;12,75;6;0,1
1187;76;18;10;0,1
1188;16;17,45;30;0,05
1188;59;55;20;0,05
1188;60;34;70;0,05
1188;71;21,5;15;0,05
1189;4;22;20;0,2
1189;55;24;20;0,2
1189;62;49,3;10;0,2
1190;7;30;45;0
1190;17;39;100;0
1190;33;2,5;14;0
1190;40;18,4;42;0
1190;72;34,8;12;0
1191;56;38;28;0
1192;1;18;3;0
1192;10;31;10;0
1192;21;10;6;0
1193;36;19;21;0,25
1194;1;18;6;0
1194;2;19;10;0
1194;60;34;15;0
1195;10;31;70;0
1195;36;19;55;0
1195;49;20;18;0
1195;60;34;40;0
1195;76;18;80;0
1196;13;6;8;0,1
1196;75;7,75;40;0
1197;11;21;14;0
1197;21;10;8;0
1197;39;18;5;0
1198;55;24;5;0
1199;38;263,5;15;0,05
1199;56;38;14;0
1199;70;15;15;0,05
1199;71;21,5;15;0,05
1200;59;55;30;0,15
1201;6;25;70;0
1201;56;38;20;0
1201;68;12,5;15;0
1202;21;10;42;0
1202;22;21;40;0
1203;24;4,5;5;0
1203;52;7;5;0
1204;19;9,2;5;0
1204;23;9;10;0
1204;70;15;20;0
1204;71;21,5;15;0
1205;2;19;20;0
1205;68;12,5;18;0,2
1206;14;23,25;21;0
1206;19;9,2;15;0,1
1206;21;10;25;0,1
1206;24;4,5;3;0
1206;35;18;30;0,1
1207;28;45,6;10;0
1207;29;123,79;6;0
1207;44;19,45;10;0
1208;14;23,25;3;0
1208;42;14;5;0
1208;60;34;10;0
1209;53;32,8;12;0
1209;60;34;20;0
1209;71;21,5;20;0
1210;62;49,3;15;0
1210;73;15;35;0,15
1211;1;18;25;0
1212;29;123,79;20;0
1212;64;33,25;9;0
1213;55;24;12;0,05
1213;76;18;35;0
1214;75;7,75;8;0,1
1215;2;19;30;0,05
1215;33;2,5;20;0,05
1216;12;38;36;0,15
1216;13;6;13;0,15
1216;26;31,23;35;0,15
1216;62;49,3;80;0,15
1217;7;30;35;0
1217;18;62,5;50;0
1217;51;53;15;0
1217;75;7,75;2;0
1218;4;22;10;0,1
1218;5;21,35;15;0,1
1218;22;21;40;0
1219;4;22;25;0
1219;58;13,25;6;0
1220;11;21;10;0
1220;50;16,25;25;0,05
1220;56;38;60;0,05
1221;45;9,5;20;0
1221;65;21,05;21;0
1221;72;34,8;60;0
1222;18;62,5;8;0
1223;69;36;20;0,25
1223;70;15;15;0,25
1224;2;19;50;0
1224;40;18,4;60;0
1225;21;10;30;0,2
1225;61;28,5;20;0,2
1226;28;45,6;15;0,25
1226;39;18;21;0,25
1226;46;12;2;0,25
1227;18;62,5;4;0,1
1227;43;46;20;0
1227;46;12;21;0,1
1228;18;62,5;20;0
1228;36;19;15;0
1229;1;18;15;0,25
1229;10;31;18;0,25
1229;71;21,5;30;0,25
1229;77;13;35;0,25
1230;19;9,2;30;0
1230;39;18;20;0
1231;22;21;15;0
1231;24;4,5;15;0,15
1232;28;45,6;20;0
1232;72;34,8;15;0
1233;30;25,89;30;0
1233;53;32,8;25;0,05
1233;54;7,45;30;0
1234;19;9,2;12;0,25
1234;22;21;20;0,25
1235;30;25,89;2;0,25
1235;42;14;20;0
1236;16;17,45;30;0,1
1236;60;34;20;0,1
1237;4;22;12;0,1
1237;39;18;20;0,1
1237;54;7,45;6;0,1
1238;41;9,65;20;0,2
1239;14;23,25;3;0,1
1239;44;19,45;28;0,1
1239;47;9,5;6;0,1
1240;15;15,5;50;0
1240;41;9,65;24;0
1240;46;12;45;0
1240;47;9,5;10;0
1240;56;38;45;0
1240;60;34;30;0
1241;21;10;60;0
1241;40;18,4;70;0,05
1241;60;34;55;0,05
1241;77;13;70;0,05
1242;31;12,5;20;0,05
1242;40;18,4;24;0,05
1242;70;15;40;0,05
1243;20;81;21;0
1244;39;18;3;0,2
1244;58;13,25;49;0,2
1245;68;12,5;10;0
1246;40;18,4;30;0,05
1246;42;14;30;0,05
1246;51;53;20;0,05
1247;10;31;24;0,15
